model_class,config,selection_rule,split,schedule,window,n,mae,rmse,mape,r2,signed_bias,max_abs_error,endpoint_abs_diff,log_residual_mae
momentum_baseline,none,811_full_plus_tail,test,wsd,early_decay_27126_30000,1438,0.0457455260570762,0.056200108179740284,0.01685673785098332,-0.5263705356798856,0.0394138975420894,0.17018541155138633,0.0826127090682327,0.016657533464664632
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,early_decay_27126_30000,1438,0.022427106542519795,0.0251832738145471,0.008250477868702099,0.6935144199847759,0.022183109832971882,0.06448262632091772,0.03456638146769331,0.00820761039606778
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,early_decay_27126_30000,1438,0.039641494113364754,0.040517796584294975,0.014467171482047732,0.20662719368930127,0.039641494113364754,0.06089992706708092,0.028824605546634352,0.01435914777346931
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,test,wsd,endpoint_30000_33906,1954,0.03271779517081864,0.04106514503615849,0.012277874183378687,0.02768800971270502,0.008148140295539038,0.14259562213398258,0.04728110540992381,0.012233870627670593
momentum_baseline,none,811_full_plus_tail,test,wsd,endpoint_30000_33906,1954,0.033630779184426494,0.04225317405807368,0.01263279591642764,-0.029384434072413423,0.011870626781285157,0.1463478837697627,0.04566822982802332,0.012571284458576732
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,endpoint_30000_33906,1954,0.011169729741166666,0.013921827031746268,0.004190333066301136,0.8882490080839776,0.004680026704746542,0.0422025308737215,0.01661474743817193,0.004182925530199218
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,endpoint_30000_33906,1954,0.009485949814944763,0.012092755029450519,0.0035378653931347082,0.9156841097850592,0.007311928146164192,0.03628488175802014,0.0046764046945528825,0.00352883312144585
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,test,wsd,full,16454,0.03289237377846135,0.041185625529688866,0.011590674304515377,0.9440721415971828,0.004414678905962371,0.18829485381507594,0.04728110540992381,0.01156542704469157
momentum_baseline,none,811_full_plus_tail,test,wsd,full,16454,0.03772038950173981,0.04727466039406645,0.013381652377841665,0.9263125221222073,0.02083323488154805,0.19079639100935175,0.04566822982802332,0.013282397319634065
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,full,16454,0.011190953819338507,0.01413734370586451,0.003961542811878974,0.9934101961156939,0.004042201706519667,0.06448262632091772,0.01661474743817193,0.003954705527479299
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,full,16454,0.0212813374865551,0.025609800904249844,0.0075915384734790365,0.9783753413358488,0.020409523629913526,0.06089992706708092,0.0046764046945528825,0.007550081496755578
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,test,wsd,last_2048_sampled,2048,0.03275848135928072,0.041182015488781316,0.012289880206807501,0.03318339135126658,0.008766682887455897,0.15285435121748447,0.04728110540992381,0.012243113843614975
momentum_baseline,none,811_full_plus_tail,test,wsd,last_2048_sampled,2048,0.033818500438614396,0.042537748476090195,0.01269955594350467,-0.03152059913986127,0.012689153799092266,0.16124220174539472,0.04566822982802332,0.012634277024229576
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,last_2048_sampled,2048,0.011531321681822526,0.014352799577107,0.0043237441184096476,0.8825637572516508,0.005330624225019119,0.050879231890506915,0.01661474743817193,0.004315211618538867
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,last_2048_sampled,2048,0.010246958290626232,0.013096769663721237,0.0038182594835981954,0.9022183669209702,0.00817272081953383,0.037458192160033654,0.0046764046945528825,0.0038074641478632616
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,test,wsd,last_512_sampled,512,0.032566090350337196,0.040379710923630296,0.012247153209601038,0.003090331899855081,-0.00044148544479617573,0.13730183406822016,0.04728110540992381,0.012241068713684248
momentum_baseline,none,811_full_plus_tail,test,wsd,last_512_sampled,512,0.032466789435841165,0.04040861527782263,0.012218656617885779,0.0016626177046190627,0.0014885610279139413,0.13557383403272016,0.04566822982802332,0.012203736243880117
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,last_512_sampled,512,0.009825726126024196,0.012197011614128044,0.003680334166742451,0.9090429698928348,-0.0032085348693775707,0.04154827712466913,0.01661474743817193,0.0036843689501872873
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,last_512_sampled,512,0.004324697853720535,0.005562267854847446,0.0016202575400496822,0.9810838306108379,-0.002130418126481703,0.01774135746440786,0.0046764046945528825,0.0016214658933598664
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,test,wsd,steps_20000_30000,5001,0.03335422479330583,0.04190671289317203,0.012082372721629148,0.23441778560744664,0.009141483282761757,0.15401286678196735,0.07489329548681223,0.012036263334989136
momentum_baseline,none,811_full_plus_tail,test,wsd,steps_20000_30000,5001,0.0436192102526355,0.053749528471638316,0.015873547603660113,-0.25942978375884795,0.035600683440698465,0.17018541155138633,0.0826127090682327,0.015700775677013657
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,steps_20000_30000,5001,0.01359763938337741,0.017114005304351164,0.0049540817292087255,0.8723185027622078,0.010617479945567308,0.06448262632091772,0.03456638146769331,0.004936414773033743
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,steps_20000_30000,5001,0.0376615603067365,0.038195675867350946,0.013584421715239395,0.3640059676019949,0.0376615603067365,0.06089992706708092,0.028824605546634352,0.013490370188522671
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,test,wsd,tail_27126_33906,3391,0.03416342952013208,0.04306956389152924,0.012712388135098616,0.3456220754247503,0.0140317686368064,0.15401286678196735,0.04728110540992381,0.012641992156893224
momentum_baseline,none,811_full_plus_tail,test,wsd,tail_27126_33906,3391,0.03875375885797014,0.04864293911703619,0.014418538275770503,0.16530596920383311,0.02352986631881083,0.17018541155138633,0.04566822982802332,0.014298758801349799
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,test,wsd,tail_27126_33906,3391,0.015936674945713783,0.019500544763383205,0.005909477940615905,0.8658529337408172,0.012093635428906107,0.06448262632091772,0.01661474743817193,0.005887055874335916
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,test,wsd,tail_27126_33906,3391,0.02226811851013682,0.02793209452949719,0.008170419455782299,0.7247706796099065,0.0210153793945965,0.06089992706708092,0.0046764046945528825,0.008119423203513594
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,early_decay_27126_30000,1438,0.031599601715674476,0.03973025490765948,0.01177261860942263,0.01413218966640517,-0.0005834206943794257,0.13676759536900152,0.05485099328954535,0.01176688310227141
momentum_baseline,none,811_full_plus_tail,train,cosine,early_decay_27126_30000,1438,0.03159922657814771,0.03973069751878974,0.011774067056406585,0.014110223610691586,-0.00022306850606110227,0.13740107479557917,0.05552269141080268,0.011766747427078028
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,early_decay_27126_30000,1438,0.00921926595096407,0.011403753333494976,0.0034327333160615587,0.9187783863753862,-0.00047745491842920334,0.03651860202046997,0.015148496641887554,0.003432792776948944
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,early_decay_27126_30000,1438,0.0035303059795843547,0.004677456006750332,0.0013135918901854204,0.9863354477170081,-1.2015470340950292e-05,0.01629848241168208,0.0027039370815926667,0.0013135790651213172
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,endpoint_30000_33906,1954,0.03172162803106641,0.039895819209831596,0.011907786138078693,-0.0018965615987873718,0.0034343137154646416,0.13753606155590292,0.04280734562025179,0.011884755669876783
momentum_baseline,none,811_full_plus_tail,train,cosine,endpoint_30000_33906,1954,0.03176104292493659,0.04000505194656985,0.011927394073253505,-0.00739035648681563,0.0045262992432803,0.138561078148848,0.0413117703349406,0.011899485408021195
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,endpoint_30000_33906,1954,0.009216830152056913,0.01138091194396497,0.0034543605712092323,0.9184690996893032,-2.2941155159166103e-05,0.037256902820117954,0.011986660146787287,0.0034539331241311617
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,endpoint_30000_33906,1954,0.003532897493861529,0.004653796799125796,0.001322796730273264,0.9863672665017549,-1.3919058054098904e-05,0.0158033549826615,0.0001155891332009773,0.001322807553940562
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,full,16454,0.032309644139202356,0.04037074064012032,0.011478164321906263,0.9532099654426782,0.00024864826362695606,0.17554219449672104,0.04280734562025179,0.011471144738371002
momentum_baseline,none,811_full_plus_tail,train,cosine,full,16454,0.03233900437067206,0.040413590175866855,0.011489331289177897,0.9531105867716734,0.00042619333705065453,0.176202208154697,0.0413117703349406,0.011481569840105841
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,full,16454,0.00944916683771765,0.011650139562445237,0.003353305493239981,0.9961034326435685,-0.00013322171305812482,0.04549555656491222,0.011986660146787287,0.0033530369026546626
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,full,16454,0.0037107827653517977,0.004954169926060815,0.0013108634370627011,0.9992953690271896,-1.4958088391003733e-05,0.020468721521727407,0.0001155891332009773,0.0013108570108294896
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,last_2048_sampled,2048,0.03162985275263188,0.03981580755601715,0.011872433746987834,-0.0007508644217517624,0.0034081435153486906,0.13753606155590292,0.04280734562025179,0.011849317077444833
momentum_baseline,none,811_full_plus_tail,train,cosine,last_2048_sampled,2048,0.03166922450913761,0.03992262090627103,0.011891924639509041,-0.006127469350383219,0.004479880716838745,0.138561078148848,0.0413117703349406,0.011864029550301686
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,last_2048_sampled,2048,0.009188870658843714,0.011354295011187825,0.003443636092258632,0.9186167058737656,-1.5475784866809386e-05,0.037256902820117954,0.011986660146787287,0.003443187424970313
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,last_2048_sampled,2048,0.0035183699845176882,0.00463211077741752,0.0013172072540233487,0.9864551939493311,-1.5741911096920237e-05,0.0158033549826615,0.0001155891332009773,0.0013172174875942639
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,last_512_sampled,512,0.03240993914035412,0.04050030173283114,0.012171689551658175,-0.0027540646759027787,0.002226352757877268,0.1334340237924323,0.04280734562025179,0.012153083149261907
momentum_baseline,none,811_full_plus_tail,train,cosine,last_512_sampled,512,0.0323853742352774,0.040601287845274434,0.012168848722088604,-0.007760964863668285,0.0036205649687847986,0.13197878443264255,0.0413117703349406,0.012143882352961873
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,last_512_sampled,512,0.009476095458087686,0.011668722489015945,0.003552236794657341,0.9167614442536981,-0.0005503868617582992,0.037256902820117954,0.011986660146787287,0.003552498474317349
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,last_512_sampled,512,0.0036242506658705894,0.0048502941135907165,0.0013580886063847086,0.9856181729409201,-1.0385543122285769e-05,0.0158033549826615,0.0001155891332009773,0.0013580890998851432
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,steps_20000_30000,5001,0.03198815392660943,0.039974334572185424,0.01180098266118238,0.23019464133526324,-0.001706833044296945,0.13676759536900152,0.05485099328954535,0.011801823879715019
momentum_baseline,none,811_full_plus_tail,train,cosine,steps_20000_30000,5001,0.03202449796132803,0.040008808973344384,0.011812995310952942,0.22886628789819807,-0.002005986445493614,0.13740107479557917,0.05552269141080268,0.011815130873133784
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,steps_20000_30000,5001,0.009265876910526761,0.011426585351526708,0.0034189213930949473,0.9370998936474524,-0.00026561860367664764,0.03651860202046997,0.015148496641887554,0.0034187803259679897
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,steps_20000_30000,5001,0.0034464883609146603,0.0045644372493036855,0.001271290615785422,0.9899632541848382,-1.4877772669628307e-05,0.016709083723607687,0.0027039370815926667,0.0012712800393752674
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,train,cosine,tail_27126_33906,3391,0.03166306029093309,0.0398204470251596,0.011847815952917793,0.04495197370625814,0.0017153757146006342,0.13753606155590292,0.04280734562025179,0.011832176356406005
momentum_baseline,none,811_full_plus_tail,train,cosine,tail_27126_33906,3391,0.03168541521772093,0.03988345870165528,0.01185965343009869,0.041927055836934124,0.002497226044896207,0.138561078148848,0.0413117703349406,0.011840532649344593
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,train,cosine,tail_27126_33906,3391,0.00921611384782178,0.011389309811603718,0.0034445060938434564,0.9218718100687073,-0.00022015797302391406,0.037256902820117954,0.011986660146787287,0.00344428989243502
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,train,cosine,tail_27126_33906,3391,0.003532042985716938,0.004664298016061314,0.0013189796136298954,0.9868965537608873,-1.3913306655732363e-05,0.01629848241168208,0.0001155891332009773,0.0013189805682660726
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,early_decay_27126_30000,1438,0.037195614229496826,0.04719105088366664,0.013779472208479642,-0.30450722312046863,0.015069940704674115,0.1564700678366071,0.04848275367871491,0.013696193516382078
momentum_baseline,none,811_full_plus_tail,validation,811,early_decay_27126_30000,1438,0.039195045112751035,0.04963617873782878,0.014535433985683258,-0.4431911946338223,0.021248921263580817,0.1633332522191182,0.0544410128038475,0.014419865981570548
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,early_decay_27126_30000,1438,0.02147659853384002,0.028354857856463633,0.007925258852332794,0.5290420418672208,0.015182406011362348,0.08533886723764228,0.008611709691315639,0.007877454815021267
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,early_decay_27126_30000,1438,0.022639281396950105,0.03093941242099514,0.008327021522822485,0.4392731994588881,0.02147022032012609,0.07854966006472486,0.0012939295577827359,0.008263775564755185
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,endpoint_30000_33906,1954,0.032756656674699784,0.04074032046735608,0.01224557415106925,0.013681942731462393,-0.006425075154098588,0.1492093514556605,0.0599529666614842,0.012267749304123414
momentum_baseline,none,811_full_plus_tail,validation,811,endpoint_30000_33906,1954,0.03254554010472091,0.040499253337113385,0.012175053230959609,0.025319819029573032,-0.004490103603543735,0.14762860940402645,0.058343827724042896,0.012188350194080698
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,endpoint_30000_33906,1954,0.013509680984158516,0.016498088153790554,0.005026892398706304,0.8382533323234517,-0.009869711877597186,0.05373087743808869,0.02935765525890366,0.005042266069494612
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,endpoint_30000_33906,1954,0.010474916731420753,0.0122655625819777,0.003920533489851342,0.9105988618457572,-0.009014960328360709,0.03194516627590449,0.01744697078152946,0.003930320666526871
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,full,16454,0.03308994789394865,0.04137048974487974,0.011628682981334518,0.9453693140901014,-0.002019016828765671,0.18101927245521265,0.0599529666614842,0.011629405547346166
momentum_baseline,none,811_full_plus_tail,validation,811,full,16454,0.035786677452969595,0.044917079432651615,0.012653357784427404,0.9356011148197827,0.01321151805496938,0.1833267369260998,0.058343827724042896,0.012588561510482526
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,full,16454,0.011647906136370581,0.01524124351962303,0.004094801984894104,0.9925852564762063,-0.0023888815506783703,0.08533886723764228,0.02935765525890366,0.004095150792883783
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,full,16454,0.017001731330459492,0.021433078904074893,0.006056869583978554,0.9853369453024141,0.012791236379503367,0.07854966006472486,0.01744697078152946,0.006030901598080175
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,last_2048_sampled,2048,0.032639657006304515,0.04062608985896268,0.012197999461376195,0.027994752802905642,-0.006330735683350747,0.1492093514556605,0.0599529666614842,0.012219402116616051
momentum_baseline,none,811_full_plus_tail,validation,811,last_2048_sampled,2048,0.032416249889189584,0.040386037037046234,0.012123680388688132,0.03944765124845617,-0.004211482873508487,0.14762860940402645,0.058343827724042896,0.012135487801894919
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,last_2048_sampled,2048,0.013364157049629758,0.01634486430649842,0.004971179112429872,0.8426665018887795,-0.00974286778904037,0.05373087743808869,0.02935765525890366,0.004986226714187951
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,last_2048_sampled,2048,0.010158273647004307,0.012020271634270663,0.0038012910082211725,0.9149083149874351,-0.008693494810615127,0.03194516627590449,0.01744697078152946,0.0038106708954130106
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,last_512_sampled,512,0.03447186778590147,0.04260469301734379,0.012887041080629236,-0.11438632619457922,-0.013680479650130084,0.1492093514556605,0.0599529666614842,0.012943083010195044
momentum_baseline,none,811_full_plus_tail,validation,811,last_512_sampled,512,0.034096744081436106,0.042137785433193964,0.012753014982178342,-0.09009490168107748,-0.012147904941387837,0.14762860940402645,0.058343827724042896,0.012801640769817204
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,last_512_sampled,512,0.017258247547792274,0.02022983439856273,0.006423434109013259,0.7487503016333141,-0.016437404028351206,0.05373087743808869,0.02935765525890366,0.006451172324749527
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,last_512_sampled,512,0.015757817828706742,0.016518370532276686,0.005905145237056856,0.8324843829980612,-0.015753144230288715,0.03194516627590449,0.01744697078152946,0.005924345977188302
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,steps_20000_30000,5001,0.033619648596417584,0.042270176851454136,0.012176063937468212,0.4171191289823688,0.003733652971390363,0.1564700678366071,0.04848275367871491,0.0121507064400749
momentum_baseline,none,811_full_plus_tail,validation,811,steps_20000_30000,5001,0.039836180659503104,0.049750368243529255,0.014496501715749805,0.19257113231493506,0.026982164063859625,0.1633332522191182,0.0544410128038475,0.014366100442823786
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,steps_20000_30000,5001,0.012546843051381682,0.01782127645424886,0.004565201162753288,0.8963929548842225,0.005209163286789024,0.08533886723764228,0.008611709691315639,0.00455024657188002
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,steps_20000_30000,5001,0.029377384861569544,0.032063669414035934,0.010586670448698706,0.6646192608666874,0.02904123012682191,0.07854966006472486,0.0012939295577827359,0.010520538999187956
event_decay_only,linear_endpoint_ridge0.01_shrink0.25_clip0.15,811_full_plus_tail,validation,811,tail_27126_33906,3391,0.03463441983211474,0.0435902290918433,0.012894245702046763,0.07476090467575469,0.002673988536872316,0.1564700678366071,0.0599529666614842,0.012871757274694534
momentum_baseline,none,811_full_plus_tail,validation,811,tail_27126_33906,3391,0.035358896851653436,0.044598670242173316,0.013173520419694818,0.03145569419894911,0.006407503781451169,0.1633332522191182,0.058343827724042896,0.01313223607680783
step_plus_event_leftover,step[spline_s0.05_shrink0.75_clip0.15]_event[linear_endpoint_ridge0.01_shrink1_clip0.25],811_full_plus_tail,validation,811,tail_27126_33906,3391,0.016889605905342487,0.022310694098215067,0.006256505847114424,0.7576171790928135,0.0007485317386678958,0.08533886723764228,0.02935765525890366,0.006245094241380825
step_reference,spline_s0.05_shrink1_clip0.15,811_full_plus_tail,validation,811,tail_27126_33906,3391,0.01563608965274333,0.02219513128016347,0.005790176870928022,0.7601216192319553,0.0039096580386808345,0.07854966006472486,0.01744697078152946,0.005768996267963646
